"cand_NILme","age","gender","cat","Party_cd","nomi_status","candi_des","Ward_no","votes","FiNIL_lock","mStatus","Education","OccuPation","","","","","","","","","","","","","","","","","","","","",""
"KRISHNIL GI","37","F","SC","2","Y","P","9","93","Y","M ","L","LABOUR","","","","","","","","","","","","","","","","","","","","",""
"smt Shivkailash ","47	","F","SC","5","Y","P","13","123","Y","M ","7","FARMER","","","","","","","","","","","","","","","","","","","","",""
"HANUP.G..NT SINGH ","37","M","UR","89","Y","P","1","309","Y","M ","H.S.","FARMER","","","","","","","","","","","","","","","","","","","","",""
"GAJENDRA P.G..HOR","42","M","SC","89","Y","P","2","14","Y","M ","HEIGH.S.EKENDRI SCHOOL ","SERVICE","","","","","","","","","","","","","","","","","","","","",""
"PANNIL BEGAM","53","F","OBC","2","Y","P","8","169","Y","M ","L","HOUSEWIFE","","","","","","","","","","","","","","","","","","","","",""
"VARSHA","31","F","UR","89","Y","P","5","26","Y","M ","G.","HOUSEWIFE","","","","","","","","","","","","","","","","","","","","",""
"SANJAY JAIN SUKANT","46","M","UR","5","D","A","NULL","NULL","NULL","M ","NIL","NIL","","","","","","","","","","","","","","","","","","","","",""
"SAVITA","46","F","OBC","5","Y","P","15","304","Y","M ","7-TH","HOUSEWIFE","","","","","","","","","","","","","","","","","","","","",""
"RAMNIVAS TIWARI","39","M","UR","5","D","P","40","NULL","NULL","M ","G ","BUSINESS","","","","","","","","","","","","","","","","","","","","",""
"LAXMI ","62","F","SC","5","Y","P","7","789","Y","M ","L","HOUSEWIFE","","","","","","","","","","","","","","","","","","","","",""
"Ranjit","27","M","OBC","89","Y","P","11","261","Y","M ","H.S.","FARMER","","","","","","","","","","","","","","","","","","","","",""
"RAMRAO CHADOKAR","59","M","OBC","2","W","P","32","NULL","NULL","M ","S","PENSION","","","","","","","","","","","","","","","","","","","","",""
"KAMLA DEVI","53","F","UR","2","Y","P","9","182","Y","M ","NIL","HOUSEWIFE","","","","","","","","","","","","","","","","","","","","",""
"satyaNILryaNIL vyas","64","M","UR","89","Y","P","10","16","Y","M ","G.","PENSION","","","","","","","","","","","","","","","","","","","","",""
"GOPI CHANDRA","64","M","UR","2","W","P","21","NULL","NULL","M ","H.S.","P.G..RVEL INDUSTRY SATNIL","","","","","","","","","","","","","","","","","","","","",""
"Smt. Gbli Rajak","30","F","OBC","5","W","P","36","NULL","NULL","M ","P","NIL","","","","","","","","","","","","","","","","","","","","",""
"NirP.G..l ","21","M","OBC","89","R","P","10","NULL","NULL","U","S","LABOUR","","","","","","","","","","","","","","","","","","","","",""
"HariPrasad","53","M","OBC","5","Y","P","4","217","Y","M ","-","-","","","","","","","","","","","","","","","","","","","","",""
"abdul NILfis","43","M","UR","5","D","P","20","NULL","NULL","M ","P","BUSINESS","","","","","","","","","","","","","","","","","","","","",""
"SANTOSHI","26","F","UR","2","D","P","8","NULL","NULL","M ","NIL","NIL","","","","","","","","","","","","","","","","","","","","",""
"P.G..NISH VARP.G..","39","M","OBC","2","Y","P","16","685","Y","U","S","BUSINESS","","","","","","","","","","","","","","","","","","","","",""
"Aslam Kha P.G..nsuri","32","M","OBC","10","Y","P","6","8","Y","M ","S","NIL","","","","","","","","","","","","","","","","","","","","",""
"sourbh","33","M","UR","2","W","P","32","NULL","NULL","M ","P.G.","NIL","","","","","","","","","","","","","","","","","","","","",""
"HARI MOHAN","32","M","OBC","5","Y","P","15","219","Y","M ","10 PASS","NIL","","","","","","","","","","","","","","","","","","","","",""
"Prabha","36","F","OBC","89","Y","A","NULL","910","Y","M ","G","HOUSEWIFE","","","","","","","","","","","","","","","","","","","","",""
"Pramod GuPta","53","M","UR","1","Y","P","3","149","Y","M ","P","Private BUSINESS","","","","","","","","","","","","","","","","","","","","",""
"Abdul Shafeek Kurreshi ","50","M","OBC","5","W","P","10","NULL","NULL","M ","P ","NIL","","","","","","","","","","","","","","","","","","","","",""
"LATA P.G..DHAV","40","F","SC","5","Y","P","19","147","Y","M ","NIL","NIL","","","","","","","","","","","","","","","","","","","","",""
"RAMKISHAN SEN","52","M","OBC","89","Y","P","3","93","Y","M ","L ","BUSINESS","","","","","","","","","","","","","","","","","","","","",""
"SMT. PANGI","40","F","OBC","2","Y","P","17","583","Y","M ","NIL","HOUSEWIFE","","","","","","","","","","","","","","","","","","","","",""
"P.G..HESHWARIDEEN SINGH","43","M","UR","2","Y","P","4","199","Y","M ","12","NIL","","","","","","","","","","","","","","","","","","","","",""
"MUNNI RAJAK","36","F","OBC","1","Y","P","1","248","Y","M ","NIL","BUSINESS","","","","","","","","","","","","","","","","","","","","",""
"smt. chanda tiwari","35","F","UR","89","Y","P","28","103","Y","M ","S","hosewife ","","","","","","","","","","","","","","","","","","","","",""
"RUBIYA OR RABIYA","48","F","OBC","5","Y","P","5","106","Y","M ","EDUCATE","HOUSEWIFE","","","","","","","","","","","","","","","","","","","","",""
"P.G..hendra kuP.G..r chaurasia","46","M","OBC","5","Y","P","1","263","Y","M ","P.G.. ","Pan FARMER","","","","","","","","","","","","","","","","","","","","",""
"Murlidhar Thakre","42","M","OBC","2","Y","P","11","220","Y","M ","G Frist Year ","Contractar","","","","","","","","","","","","","","","","","","","","",""
"SHARAD TRIPATHI ","37","M","UR","89","Y","P","8","5","Y","M ","8","FARMER","","","","","","","","","","","","","","","","","","","","",""
"Ahirwar Raju","32","M","SC","5","Y","P","14","62","Y","M ","ILL","LABOUR","","","","","","","","","","","","","","","","","","","","",""
"NILrP.G..da ","21","F","UR","2","Y","P","15","362","Y","M ","B.com","HOUSEWIFE","","","","","","","","","","","","","","","","","","","","",""
"KUSUMRANEE NILMDEV'","49","F","OBC","89","Y","P","5","80","Y","M ","ILL","HOUSEWIFE","","","","","","","","","","","","","","","","","","","","",""
"rajani","45","F","UR","5","D","P","33","NULL","NULL","M ","G","HOUSEWIFE","","","","","","","","","","","","","","","","","","","","",""
"hori lala kewat","53","M","OBC","1","Y","P","1","141","Y","M ","Sss","Private BUSINESS","","","","","","","","","","","","","","","","","","","","",""
"Dayaloo Daas","34","M","SC","2","W","P","12","NULL","NULL","M ","NIL","NIL","","","","","","","","","","","","","","","","","","","","",""
"ASHA","33","F","OBC","2","Y","A","NULL","2556","Y","M ","L","HOUSEWIFE","","","","","","","","","","","","","","","","","","","","",""
"BHAGEERATH KONDAR","26","M","ST","5","Y","P","8","121","Y","M ","H.S.","LABOUR","","","","","","","","","","","","","","","","","","","","",""
"ANURAGI THAKUR DAS ","41","M","SC","5","Y","P","4","80","Y","M ","NIL","NIL","","","","","","","","","","","","","","","","","","","","",""
"lakshP.G..n Prasad s/o shri dalal ","50","M","SC","2","Y","P","8","43","Y","M ","P ","LABOUR","","","","","","","","","","","","","","","","","","","","",""
"NILjP.G..Khan ","44","F","UR","5","Y","P","11","263","Y","M ","S","NIL","","","","","","","","","","","","","","","","","","","","",""
"NILgendra Prasad Patel","45","M","OBC","5","Y","P","2","77","Y","M ","class 7","FARMER","","","","","","","","","","","","","","","","","","","","",""
"PRAKASH KUSHWAH","30","M","OBC","1","Y","P","5","17","Y","M ","P","LABOUR","","","","","","","","","","","","","","","","","","","","",""
"ANITA DUBEY ","44","F","UR","89","Y","P","21","358","Y","M ","P ","HOUSEWIFE","","","","","","","","","","","","","","","","","","","","",""
"RADHA ","40","F","OBC","5","W","P","12","NULL","NULL","M ","SPASS","HOUSEWIFE","","","","","","","","","","","","","","","","","","","","",""
"Sr. P.G..hendra KuP.G..r","31","M","OBC","89","Y","P","1","205","Y","M ","8","FARMER","","","","","","","","","","","","","","","","","","","","",""
"smt. raj kuP.G..ri","22","F","OBC","89","Y","P","7","108","Y","M ","8","NIL","","","","","","","","","","","","","","","","","","","","",""
"Suneeta Raikwar","39","F","OBC","2","D","P","13","NULL","NULL","M ","Not P","HOUSEWIFE","","","","","","","","","","","","","","","","","","","","",""
"SuNIL","44","M","UR","5","W","P","6","NULL","NULL","M ","G","jourNIList (Dainik bhaskar )","","","","","","","","","","","","","","","","","","","","",""
"Gbita Devi","30","F","UR","89","Y","P","8","49","Y","M ","P","HOUSEWIFE","","","","","","","","","","","","","","","","","","","","",""
"SHABINIL  BEE WIFE ISHAQ BEG","30","F","UR","89","Y","P","4","24","Y","M ","P","HOUSEWIFE","","","","","","","","","","","","","","","","","","","","",""
"Dr. Chandrabhan Tiwar","56","M","UR","5","W","P","3","NULL","NULL","M ","P.G. AURVEDACHARYA","DOCTOR ","","","","","","","","","","","","","","","","","","","","",""
"MUNNIL LAL CHAURASIYA","60","M","OBC","89","W","P","9","NULL","NULL","M ","H.S.","BUSINESSKEEPING","","","","","","","","","","","","","","","","","","","","",""
"SHAMBHOODAYAL SHUKLA","40","M","UR","89","Y","P","12","109","Y","M ","H.S.","PUROHIT WORK","","","","","","","","","","","","","","","","","","","","",""
"MO. ARIF MO. HANIF KHAN","40","M","UR","89","Y","P","15","220","Y","M ","H.S. ","NIL","","","","","","","","","","","","","","","","","","","","",""
"PURUSHOTTAM","24","M","SC","89","Y","P","7","22","Y","U","NIL","NIL","","","","","","","","","","","","","","","","","","","","",""
"PradeeP ","43","M","UR","2","W","P","7","NULL","NULL","M ","NIL","NIL","","","","","","","","","","","","","","","","","","","","",""
"Ram kuP.G..r","42","M","OBC","2","Y","P","3","360","Y","M ","H.S.","FARMER","","","","","","","","","","","","","","","","","","","","",""
"JANKI MULAYAM PURI","54","F","OBC","2","Y","P","11","131","Y","M ","P","HOUSEWIFE","","","","","","","","","","","","","","","","","","","","",""
"KANTI GI","48","F","UR","2","Y","P","10","1607","Y","M ","NIL","NIL","","","","","","","","","","","","","","","","","","","","",""
"GAJENDRA SINGH URF GNTI GGHEL","35","M","OBC","2","Y","P","13","136","Y","M ","H.S. CLASS","FARMER","","","","","","","","","","","","","","","","","","","","",""
"PINKY","28","F","OBC","2","Y","P","14","367","Y","M ","P","HOUSEWIFE","","","","","","","","","","","","","","","","","","","","",""
"ANKITA MEENIL","23","F","OBC","2","W","P","22","NULL","NULL","M ","B.Sc.","LABOUR","","","","","","","","","","","","","","","","","","","","",""
"Ibrahim Khan","51","M","OBC","5","Y","P","13","261","Y","M ","L ","FARMER","","","","","","","","","","","","","","","","","","","","",""
"LAXMI SHARP.G..","28","F","UR","89","W","P","8","NULL","NULL","M ","L ","LABOURING ","","","","","","","","","","","","","","","","","","","","",""
"SANGITA NILGAR ","40","F","UR","2","W","P","1","NULL","NULL","M ","S ","HOUSEWIFE","","","","","","","","","","","","","","","","","","","","",""
"UP.G..r Faruk","48","M","UR","5","Y","P","13","290","Y","M ","S","TransPorter ","","","","","","","","","","","","","","","","","","","","",""
"Syed Vahid Ali","50","M","UR","5","Y","P","39","4663","Y","M ","L","BUSINESS","","","","","","","","","","","","","","","","","","","","",""
"P.G..HESH ","50","M","UR","2","D","P","8","NULL","NULL","M ","P","BUSINESS ","","","","","","","","","","","","","","","","","","","","",""
"SHUBHASH CHANDRA CHAURASIYA ","42","M","OBC","89","W","P","2","NULL","NULL","M ","10","NIL","","","","","","","","","","","","","","","","","","","","",""
"RAP.G..I TOP.G..R","80","F","UR","89","Y","P","39","213","Y","M ","P.G. (SANSKRIT)","PENSION","","","","","","","","","","","","","","","","","","","","",""
"SHAKUNTALA","50","F","OBC","5","W","P","6","NULL","NULL","M ","ILL","HOUSEWIFE","","","","","","","","","","","","","","","","","","","","",""
"URMILA","51","F","OBC","89","Y","A","NULL","763","Y","M ","NIL","NIL","","","","","","","","","","","","","","","","","","","","",""
"SMT. CHANDA GUPTA","36","F","UR","89","Y","P","18","46","Y","M ","ILL","KIRANIL DUKAN","","","","","","","","","","","","","","","","","","","","",""
"Rajni Jadon","38","F","UR","2","Y","P","16","368","Y","M ","P ","HOUSEWIFE","","","","","","","","","","","","","","","","","","","","",""
"Sachin f/o P.G..danlalji VerP.G..","33","M","UR","5","Y","P","10","392","Y","M ","P.G.","NIL","","","","","","","","","","","","","","","","","","","","",""
"surendar Patidar (Panchotiya)","56","M","OBC","2","W","A","NULL","NULL","NULL","M ","P","FARMER and vavshay","","","","","","","","","","","","","","","","","","","","",""
"P.G..hesH.S.oni","49","M","OBC","2","Y","P","4","516","Y","M ","P","PersoNIL BUSINESS","","","","","","","","","","","","","","","","","","","","",""
"GUDDIGI","36","F","OBC","2","Y","P","15","190","Y","M ","P","HOUSEWIFE","","","","","","","","","","","","","","","","","","","","",""
"RATAN chandel","53","M","OBC","2","Y","P","3","701","Y","M ","NIL","NIL","","","","","","","","","","","","","","","","","","","","",""
"Mo. Taufeek ","39","M","OBC","89","Y","P","6","63","Y","M ","S","BUSINESS","","","","","","","","","","","","","","","","","","","","",""
"MUNNI DEVI","37","F","UR","1","Y","P","12","228","Y","M ","P","HOUSEWIFE","","","","","","","","","","","","","","","","","","","","",""
"shashi","46","F","UR","5","Y","P","8","640","Y","M ","H.S.","NIL","","","","","","","","","","","","","","","","","","","","",""
"GIRIJA","26","F","OBC","89","Y","P","11","199","Y","M ","P","HOUSEWIFE","","","","","","","","","","","","","","","","","","","","",""
"Nizamuddin","27","M","OBC","89","Y","P","13","44","Y","M ","P","Laboring ","","","","","","","","","","","","","","","","","","","","",""
"RAMKANYA","47","F","OBC","90","W","P","4","NULL","NULL","M ","P","HOUSEWIFE","","","","","","","","","","","","","","","","","","","","",""
"RAP.G..UTAR SHIVHARE","43","M","OBC","2","Y","P","6","213","Y","M ","8","NIL","","","","","","","","","","","","","","","","","","","","",""
"Premlal","39","M","SC","89","Y","P","16","285","Y","M ","H.S.","LABOUR","","","","","","","","","","","","","","","","","","","","",""
"reeNIL","26","F","SC","5","W","A","NULL","NULL","NULL","M ","NIL","NIL","","","","","","","","","","","","","","","","","","","","",""
"Rishabh kuP.G..r jain (kallu ustaj)","61	","M","UR","2","Y","P","11","502","Y","M ","H.S.","LABOUR","","","","","","","","","","","","","","","","","","","","",""
"GOPAL JATAV","45","M","SC","2","Y","P","9","546","Y","M ","H.S.","electric BUSINESS","","","","","","","","","","","","","","","","","","","","",""
"SuNIL kabir Panthi","28","M","SC","89","Y","P","6","60","Y","U","P","BUSINESS (food BUSINESS )","","","","","","","","","","","","","","","","","","","","",""
"SHRIP.G..TI NEELU ANIL TAMRAKAR","35","F","OBC","89","Y","P","7","296","Y","M ","NIL","HOUSEWIFE","","","","","","","","","","","","","","","","","","","","",""
"MEENIL KHATOON","28","F","OBC","89","Y","P","18","14","Y","M ","P Poorak","HOUSEWIFE","","","","","","","","","","","","","","","","","","","","",""
"kuldeeP verP.G..(Gvvan)","23","M","OBC","89","Y","P","15","158","Y","U","H.S.","BUSINESS","","","","","","","","","","","","","","","","","","","","",""
"AVINILSH CHOUKSE","38","M","OBC","2","Y","P","4","178","Y","M ","G","BUSINESS","","","","","","","","","","","","","","","","","","","","",""
"MUNNE KHAN HUSAINI","39","M","OBC","89","D","P","2","NULL","NULL","M ","ssc","PRIVATE BUSINESS","","","","","","","","","","","","","","","","","","","","",""
"SUDHA SINGH ","51","F","UR","5","Y","P","7","185","Y","M ","P","HOUSEWIFE","","","","","","","","","","","","","","","","","","","","",""
"Jahur Khan  ","50","M","OBC","89","Y","P","7","35","Y","M ","P ","NIL","","","","","","","","","","","","","","","","","","","","",""
"Sarita ganesh gwal","29","F","OBC","2","Y","P","6","1017","Y","M ","G","NIL","","","","","","","","","","","","","","","","","","","","",""
"SuP.G..n","32","F","OBC","2","Y","P","6","428","Y","M ","NIL","HOUSEWIFE","","","","","","","","","","","","","","","","","","","","",""
"Sashi fool singh kushwah","40","F","OBC","89","Y","P","6","883","Y","M ","NIL","NIL","","","","","","","","","","","","","","","","","","","","",""
"MUNNI GI PATNI KALICHARAN ","37","F","OBC","2","Y","P","14","153","Y","M ","L ","HOUSEWIFE","","","","","","","","","","","","","","","","","","","","",""
"SHYAP.G..","29","F","OBC","89","Y","P","13","51","Y","M ","EIGHTH","HOUSEWIFE","","","","","","","","","","","","","","","","","","","","",""
"RAJESH VERP.G..","34","M","OBC","89","Y","P","3","1022","Y","M ","G","BUSINESS","","","","","","","","","","","","","","","","","","","","",""
"SAHRA BEE RAHIMUDEEN","37","F","UR","2","Y","P","5","334","Y","M ","EIGHTH PASS","HOUSEWIFE","","","","","","","","","","","","","","","","","","","","",""
"NEETU KHATEEK","36","F","SC","89","Y","P","4","253","Y","M ","PED ","LABOUR","","","","","","","","","","","","","","","","","","","","",""
"P.G..DHUGLA","46","F","UR","2","W","P","16","NULL","NULL","M ","P.G..","HOUSEWIFE","","","","","","","","","","","","","","","","","","","","",""
"REKHA","45","F","SC","5","Y","P","26","776","Y","M ","L","NONE","","","","","","","","","","","","","","","","","","","","",""
"MUDHUNI ","40	","F","SC","1","Y","P","45","1378","Y","M ","P","HOUSEWIFE","","","","","","","","","","","","","","","","","","","","",""
"P.G..hendra kuP.G..r chaurasia","46","M","OBC","5","D","P","1","NULL","NULL","M ","P.G.. ","Pan FARMER","","","","","","","","","","","","","","","","","","","","",""
"JAMILAGI JOHAR ALI","45","F","UR","2","Y","P","12","1012","Y","M ","S ","NIL","","","","","","","","","","","","","","","","","","","","",""
"SUNDAR GI","46","F","UR","89","Y","P","2","221","Y","M ","NIL","LABOUR ","","","","","","","","","","","","","","","","","","","","",""
"JAI KUP.G..R ","41","M","UR","5","Y","P","2","353","Y","M ","S","BUSINESS & FARMER ","","","","","","","","","","","","","","","","","","","","",""
"NILJRA GGUM","38","F","OBC","5","Y","P","9","486","Y","M ","NIL","HOUSEWIFE","","","","","","","","","","","","","","","","","","","","",""
" MUKUND","47","M","UR","2","Y","P","12","201","Y","M ","P.G.","BUSINESS","","","","","","","","","","","","","","","","","","","","",""
"RukhsaNIL ","40","F","UR","5","D","P","11","NULL","NULL","M ","P","NIL","","","","","","","","","","","","","","","","","","","","",""
"MILIND KUP.G..R","43","M","UR","89","D","P","7","NULL","NULL","M ","G FINIL","NIL","","","","","","","","","","","","","","","","","","","","",""
"FAHEEM PALLEDAR","33","M","OBC","89","Y","P","9","478","Y","M ","NIL","FARMER","","","","","","","","","","","","","","","","","","","","",""
"PIYAREMIYAN/ABDUL RAZAK","37","M","UR","89","Y","P","9","148","Y","M ","NIL","SERVICE","","","","","","","","","","","","","","","","","","","","",""
"Triveni RooPNILrayan Yadav","61","F","OBC","5","Y","P","2","862","Y","M ","L ","Housewise ","","","","","","","","","","","","","","","","","","","","",""
"Pankaj","36","M","UR","89","Y","P","8","22","Y","M ","H.S. ","kiraNIL P.G..rchent ","","","","","","","","","","","","","","","","","","","","",""
"CHANDRA PRAKASH.S.EN","30","M","OBC","5","Y","P","4","134","Y","M ","H.S.","BUISNILSS","","","","","","","","","","","","","","","","","","","","",""
"UDAY SINGH","35","M","OBC","2","Y","P","10","379","Y","M ","H.S. ","FARMER ","","","","","","","","","","","","","","","","","","","","",""
"AZHAR ALI","21","M","UR","5","W","P","10","NULL","NULL","U","BCA","STUDENT","","","","","","","","","","","","","","","","","","","","",""
"Md. ASHFAQ KHAN ","41","M","OBC","5","Y","P","4","54","Y","U","P.G.. ","LAW","","","","","","","","","","","","","","","","","","","","",""
" somvati mishra ","54","F","UR","2","Y","P","11","160","Y","M ","P","HOUSEWIFE","","","","","","","","","","","","","","","","","","","","",""
"Prahlad Solanki","37","M","SC","5","Y","P","10","356","Y","M ","S ","Driwer","","","","","","","","","","","","","","","","","","","","",""
"Haricharan","36","M","UR","5","Y","P","1","183","Y","M ","NIL","NIL","","","","","","","","","","","","","","","","","","","","",""
"ShivkuP.G..ri Yadav","26","F","OBC","2","Y","P","6","297","Y","M ","Gharelu L","HOUSEWIFE","","","","","","","","","","","","","","","","","","","","",""
"CHAMPALAL KUSHWAH THEKEDAR","31","M","OBC","89","Y","P","29","243","Y","M ","5","NIL","","","","","","","","","","","","","","","","","","","","",""
"BHARAT BHUSHAN  GIRWA","41","M","SC","1","Y","P","12","257","Y","M ","H.S.","FARMER","","","","","","","","","","","","","","","","","","","","",""
"SMT. PRITI JADON","37","F","UR","89","Y","P","17","41","Y","M ","NIL","NIL","","","","","","","","","","","","","","","","","","","","",""
"ARUNENDRA BHARTIYA ","44","M","UR","89","Y","P","8","65","Y","U","P.G.  L.L.B ","FARMER,  WAKALAT ","","","","","","","","","","","","","","","","","","","","",""
"ABDUL MUNNIL CHOUDHARY","49","M","OBC","89","Y","A","NULL","2007","Y","M ","S FAIL","FARMER","","","","","","","","","","","","","","","","","","","","",""
"NEELAM JAIN","44","F","UR","89","Y","P","5","121","Y","M ","9 TH","HOUSEWIFE","","","","","","","","","","","","","","","","","","","","",""
"LEELA GI PARP.G..R ","45","F","SC","89","Y","P","18","128","Y","M ","P ","HOUSEWIFE","","","","","","","","","","","","","","","","","","","","",""
"JAGDISH PAVEYYA","42","M","OBC","5","W","P","46","NULL","NULL","M ","H.S. ","POLICY WORK","","","","","","","","","","","","","","","","","","","","",""
"Smt. KusP.G..","40","F","UR","89","Y","P","3","79","Y","M ","No","FARMER","","","","","","","","","","","","","","","","","","","","",""
"JYOTI RAJAWAT","29","F","UR","89","Y","P","14","143","Y","M ","H.S.","HOUSEWIFE","","","","","","","","","","","","","","","","","","","","",""
"VISHNU PRASAD","33","M","OBC","89","Y","P","4","135","Y","M ","P","BUSINESS","","","","","","","","","","","","","","","","","","","","",""
"asharanee bhanwarlal netaji","51","F","OBC","89","Y","P","4","28","Y","M ","H.S.","HOUSEWIFE","","","","","","","","","","","","","","","","","","","","",""
"FAIHMIDA","46","F","OBC","89","Y","P","10","998","Y","M ","7-TH","NURSE (PRIVATE)","","","","","","","","","","","","","","","","","","","","",""
"SuNIL Sisodiya","39","M","OBC","5","Y","P","1","485","Y","M ","H.S.","FARMER","","","","","","","","","","","","","","","","","","","","",""
"KOKILA SRIWAS","47","F","OBC","4","Y","P","11","117","Y","M ","ILL","HOUSEWIFE","","","","","","","","","","","","","","","","","","","","",""
"SANJAY BHARADWAJ","48","M","UR","89","Y","P","19","74","Y","M ","OLD H.S. ","BUSINESS","","","","","","","","","","","","","","","","","","","","",""
"reeNIL ","23","F","UR","89","Y","P","9","93","Y","M ","H.S. ","HOUSEWIFE","","","","","","","","","","","","","","","","","","","","",""
"SANGITA","37","F","UR","2","D","P","9","NULL","NULL","M ","P","HOUSEWIFE","","","","","","","","","","","","","","","","","","","","",""
"VINITA ","38","F","UR","5","Y","P","22","353","Y","M ","S CLASS","HOUSEWIFE","","","","","","","","","","","","","","","","","","","","",""
"NILRENDRA KUP.G..R MISHRA ","29","M","UR","5","Y","P","6","387","Y","M ","12","BUSINESS","","","","","","","","","","","","","","","","","","","","",""
"ANITA","38","F","UR","89","Y","P","3","13","Y","M ","NO","HOUSEWIFE","","","","","","","","","","","","","","","","","","","","",""
"RAP.G..BU","29","M","OBC","89","W","P","10","NULL","NULL","M ","NIL","NIL","","","","","","","","","","","","","","","","","","","","",""
"DAKHA SHRI","39","F","OBC","89","Y","P","9","390","Y","M ","KEWAL L HAI","HOUSEWIFE","","","","","","","","","","","","","","","","","","","","",""
"SaPNIL Awasthi","31","F","UR","5","D","P","13","NULL","NULL","M ","G","HOUSEWIFE","","","","","","","","","","","","","","","","","","","","",""
"Shashi Raj krishn verP.G..(Raju)","40","F","UR","5","Y","A","NULL","991","Y","M ","12","HOUSEWIFE","","","","","","","","","","","","","","","","","","","","",""
"Gla Prasad","56","M","OBC","2","Y","P","9","1702","Y","M ","P","BUSINESS & FARMER ","","","","","","","","","","","","","","","","","","","","",""
"ARUN RAO P.G..NDE","48","M","UR","89","W","P","20","NULL","NULL","M ","NIL","NIL","","","","","","","","","","","","","","","","","","","","",""
"Santosh KuP.G..r Soni","51","M","OBC","1","D","A","NULL","NULL","NULL","M ","P.G..","LIC Agent and wholesale drug seller","","","","","","","","","","","","","","","","","","","","",""
"Surendra KuP.G..r Chaurasia","42","M","OBC","5","W","P","8","NULL","NULL","M ","H.S. ","Hardware BUSINESS","","","","","","","","","","","","","","","","","","","","",""
"DEEPSHIKHA SHARP.G..","34","F","UR","89","D","P","8","NULL","NULL","M ","L ","HOUSEWIFE","","","","","","","","","","","","","","","","","","","","",""
"kassi ahirwar","46","M","SC","2","Y","P","10","57","Y","M ","literacy","LABOUR ","","","","","","","","","","","","","","","","","","","","",""
"SANJAY PANDEY","37","M","UR","89","Y","P","8","104","Y","M ","SED","TEA STALL","","","","","","","","","","","","","","","","","","","","",""
"PRAKASH.S.HARP.G..","47","M","UR","2","D","P","15","NULL","NULL","M ","P.G. B.J.","BUSINESS","","","","","","","","","","","","","","","","","","","","",""
"SHREE JEEVAN SINGH THAKUR","37","M","UR","5","Y","P","10","284","Y","M ","H.S.","FARMER","","","","","","","","","","","","","","","","","","","","",""
"NOORJAHAN","47","F","OBC","5","Y","P","14","1316","Y","M ","H.S.","HOUSEWIFE","","","","","","","","","","","","","","","","","","","","",""
"PUSHPA PATHAK","53","F","UR","2","D","A","NULL","NULL","NULL","M ","NIL","NIL","","","","","","","","","","","","","","","","","","","","",""
"Pramod KuP.G..r Shivhare","30","M","OBC","5","Y","P","1","296","Y","M ","H.S.","BUSINESS","","","","","","","","","","","","","","","","","","","","",""
"BHUPENDRA","35","M","UR","5","W","P","17","NULL","NULL","M ","G","RETAILER OF GRAIN","","","","","","","","","","","","","","","","","","","","",""
"PUSHPNDRA","25","M","OBC","2","Y","P","6","142","Y","U","NIL","NIL","","","","","","","","","","","","","","","","","","","","",""
"ROHIT DANGI (GLLU)","21","M","OBC","89","Y","P","19","283","Y","U","NIL","NIL","","","","","","","","","","","","","","","","","","","","",""
"Amzad Khan / Zulfkhar Khan","26","M","UR","89","Y","P","3","37","Y","M ","NIL","NIL","","","","","","","","","","","","","","","","","","","","",""
"PREETA THAKUR","50","F","UR","89","W","A","NULL","NULL","NULL","M ","B A ","HOUSEWIFE/ SERVICE","","","","","","","","","","","","","","","","","","","","",""
"Purushottam Das Soni","48","M","OBC","89","Y","P","12","156","Y","M ","H.S.","FARMER","","","","","","","","","","","","","","","","","","","","",""
"GBLU RAIKWAR (GLLU) PITA KA NILM/RAJKUP.G..R","37","M","OBC","89","Y","P","18","279","Y","M ","P","LABOUR","","","","","","","","","","","","","","","","","","","","",""
"MunNILal DiPankar Pita Murli DiPankar urf Gullu","45","M","SC","89","Y","P","6","30","Y","M ","LABOUR","G","","","","","","","","","","","","","","","","","","","","",""
"Kiran mishra","51","F","UR","5","Y","P","30","1464","Y","M ","NIL","NIL","","","","","","","","","","","","","","","","","","","","",""
"TARA DEVI","52","F","UR","89","D","P","2","NULL","NULL","M ","EDUCATE","HOUSEWIFE","","","","","","","","","","","","","","","","","","","","",""
"KAVITA GAJENDRA SINGH.S.ENGAR","36","F","UR","5","Y","P","12","413","Y","M ","B.ED.","HOUSEWIFE","","","","","","","","","","","","","","","","","","","","",""
"SHABEENIL BEE","33","F","UR","89","Y","P","12","104","Y","M ","H.S.","HOUSEWIFE","","","","","","","","","","","","","","","","","","","","",""
"RANVIR(GABGR)","35","M","UR","89","Y","P","3","401","Y","M ","H.S.","NIL","","","","","","","","","","","","","","","","","","","","",""
"santosH.S.ahu","40	","M","UR","2","W","P","33","NULL","NULL","M ","NIL","NIL","","","","","","","","","","","","","","","","","","","","",""
"AHILYA PANWAR","49","F","OBC","5","Y","P","11","1714","Y","M ","L ","HOUSEWIFE","","","","","","","","","","","","","","","","","","","","",""
"ajeet ","24","M","OBC","5","Y","P","12","128","Y","U","P ","LABOUR ","","","","","","","","","","","","","","","","","","","","",""
"SantosH.S.harP.G..","30","M","UR","5","W","P","24","NULL","NULL","M ","H.S. ","SaP.G..j Sewa ","","","","","","","","","","","","","","","","","","","","",""
"Sunita Gtham ","30","F","OBC","89","Y","P","32","332","Y","M ","P ","BUSINESS, Vegetable BUSINESS","","","","","","","","","","","","","","","","","","","","",""
